# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.0484847892772717,3.8576327152654306,-0.009022061852119585,0,3.0,-0.02607741061107803,0.0,0.0,0.0
 0.08938443453297809,1.0604691548338652,3.857630828151072,-0.009022061852119585,0.26815330359893425,2.9999999999999996,-0.02607741061107803,0.0,-0.48407320240290574,0.0
 0.12632753956113993,1.0724227586881077,3.857625214919599,-0.026905229009808775,0.37898261868341976,3.0,-0.025767512669515075,0.0,-0.6229590067157109,0.0
 0.15462120899633205,1.0843463616166946,3.857615947738419,-0.04453102521749873,0.46386362698899614,3.0,-0.0254465896977429,0.0,-0.7292694900256556,0.0
 0.1784300929905845,1.09624072439632,3.8576030987749363,-0.06189411790606719,0.5352902789717535,3.0000000000000036,-0.025114691755853846,0.0,-0.81643788209854,0.0
 0.19936874012818723,1.108106607803678,3.8575867401965573,-0.07898922262910023,0.5981062203845617,3.0,-0.024771880184284546,0.0,-0.8901792316577151,0.0
 0.21826592828304414,1.1199447726154637,3.8575669441706886,-0.09581110706128203,0.6547977848491324,2.999999999999997,-0.024418225896371527,0.0,-0.9535964591433249,0.0
 0.2356144490135991,1.1317559796083712,3.857543782864735,-0.11235459500131381,0.7068433470407973,3.0000000000000018,-0.024053811296162787,0.0,-1.0086051823047302,0.0
 0.2517356980624152,1.1435409895590951,3.857517328446103,-0.1286145703371749,0.7552070941872455,2.9999999999999947,-0.023678728849966666,0.0,-1.0564884363999503,0.0
 0.26685314768816615,1.1553005632443298,3.857487653082199,-0.14458598105463957,0.8005594430644983,2.9999999999999964,-0.02329308312338214,0.0,-1.0981559707657862,0.0
 0.28112968270867167,1.1670354614407699,3.857454828940427,-0.16026384322925455,0.8433890481260149,3.0,-0.022896988205105506,0.0,-1.134280839133144,0.0
 0.2946884074883491,1.17874644492511,3.8574189281881948,-0.17564324494992245,0.8840652224650473,3.0,-0.022490570911596383,0.0,-1.1653777787183004,0.0
 0.3076250754435855,1.1904342744740442,3.8573800229929076,-0.19071935031561205,0.9228752263307565,3.0,-0.022073966957129425,0.0,-1.1918511708158177,0.0
 0.32001592874566737,1.202099710864267,3.857338185521971,-0.20548740333110535,0.9600477862370019,2.9999999999999956,-0.021647323415136102,0.0,-1.2140259253475016,0.0
 0.3319228643079527,1.2137435148724733,3.8572934879427914,-0.21994273179516188,0.995768592923858,3.0000000000000044,-0.021210800312699448,0.0,-1.2321681982643995,0.0
 0.3433969628861803,1.2253664472753572,3.8572460024227744,-0.23408075116700472,1.030190888658541,3.000000000000005,-0.020764565649988777,0.0,-1.2464997649137117,0.0
 0.35448097396477396,1.2369692688496132,3.8571958011293255,-0.24789696837077266,1.0634429218943218,2.999999999999995,-0.020308799238625087,0.0,-1.2572082828186995,0.0
 0.36521111101931886,1.2485527403719359,3.857142956229851,-0.26138698555152634,1.0956333330579564,2.9999999999999947,-0.019843692232435647,0.0,-1.2644548005963774,0.0
 0.3756183776437996,1.2601176226190198,3.8570875398917566,-0.2745465037959374,1.1268551329313985,2.9999999999999947,-0.01936944518401108,0.0,-1.2683793634735294,0.0
 0.38572956625469174,1.2716646763675592,3.8570296242824487,-0.2873713267701816,1.157188698764075,2.9999999999999947,-0.018886270056645043,0.0,-1.269105281085596,0.0
 0.39556802310377426,1.283194662394249,3.856969281569332,-0.29985736431508503,1.1867040693113227,3.000000000000017,-0.018394387192368297,0.0,-1.2667424204983202,0.0
 0.4051542431744493,1.2947083414757832,3.8569065839198142,-0.31200063593084154,1.2154627295233478,2.9999999999999942,-0.017894028320466767,0.0,-1.2613897973625285,0.0
 0.41450633905068335,1.3062064743888564,3.8568416035012993,-0.3237972742530793,1.24351901715205,3.0000000000000178,-0.017385434390387464,0.0,-1.2531376172582631,0.0
 0.42364041494524546,1.3176898219101632,3.8567744124811942,-0.335243528355447,1.2709212448357363,2.999999999999994,-0.016868857323859402,0.0,-1.242068930578455,0.0
 0.4325708683419783,1.329159144816398,3.8567050830269043,-0.34633576705550767,1.2977126050259349,3.0000000000000124,-0.01634455539453894,0.0,-1.228260957346574,0.0
 0.44131063568030143,1.3406152038842551,3.8566336873058362,-0.3570704820534628,1.3239319070409044,3.0,-0.015812798707113624,0.0,-1.2117861825846103,0.0
 0.4498713942764851,1.3520587598904295,3.856560297485395,-0.36744429103276055,1.3496141828294554,3.000000000000013,-0.015273865037032668,0.0,-1.1927132453644145,0.0
 0.4582637296538574,1.363490573611615,3.856484985732987,-0.3774539405968929,1.3747911889615725,3.0000000000000067,-0.014728039117083268,0.0,-1.171107686717841,0.0
 0.466497275264596,1.3749114058245064,3.856407824216018,-0.3870963091505708,1.399491825793788,2.9999999999999796,-0.014175617039384534,0.0,-1.1470325647506332,0.0
 0.4745808299781341,1.3863220173057982,3.8563288851018935,-0.3963684096459425,1.4237424899344024,3.0000000000000067,-0.013616900171382033,0.0,-1.120548968262032,0.0
 0.4825224575161947,1.3977231688321852,3.8562482405580196,-0.40526739219003766,1.4475673725485843,3.0,-0.013052196779743912,0.0,-1.0917164546385139,0.0
 0.4903295711159547,1.4091156211803613,3.8561659627518026,-0.41379054657012776,1.4709887133478643,3.000000000000007,-0.01248182642343673,0.0,-1.060593411049537,0.0
 0.4980090060201338,1.420500135127021,3.8560821238506477,-0.42193530463008394,1.4940270180604016,3.0,-0.011906109122748781,0.0,-1.0272373590620836,0.0
